n,beta,s,type,mcVal,M
148,0.6666666666666666,1.5,EPE,0.19401986901769414,300
148,0.6666666666666666,1.5,EPE,0.20734071270852317,300
148,0.6666666666666666,1.5,EPE,0.23488302899111596,300
148,0.6666666666666666,1.5,EPE,0.24057429524401538,300
148,0.6666666666666666,1.5,EPE,0.2379492737424681,300
148,0.6666666666666666,1.5,EPE,0.27300597221176254,300
148,0.6666666666666666,1.5,EPE,0.155581485675537,300
148,0.6666666666666666,1.5,EPE,0.20952132722071012,300
148,0.6666666666666666,1.5,EPE,0.22975314650955822,300
148,0.6666666666666666,1.5,EPE,0.18164750011250663,300
148,0.6666666666666666,1.5,EPE,0.2660508265199415,300
148,0.6666666666666666,1.5,EPE,0.2170843935503431,300
148,0.6666666666666666,1.5,EPE,0.1979029989840426,300
148,0.6666666666666666,1.5,EPE,0.21285491300676745,300
148,0.6666666666666666,1.5,EPE,0.1457942957236771,300
148,0.6666666666666666,1.5,EPE,0.2412157973554044,300
148,0.6666666666666666,1.5,EPE,0.2299257083199681,300
148,0.6666666666666666,1.5,EPE,0.17907150662528928,300
148,0.6666666666666666,1.5,EPE,0.19782089224796656,300
148,0.6666666666666666,1.5,EPE,0.20125321883524427,300
148,0.6666666666666666,1.5,EPE,0.17680417828719092,300
148,0.6666666666666666,1.5,EPE,0.18055668598585278,300
148,0.6666666666666666,1.5,EPE,0.26597860011609026,300
148,0.6666666666666666,1.5,EPE,0.17166131378410382,300
148,0.6666666666666666,1.5,EPE,0.16113938730968563,300
148,0.6666666666666666,1.5,EPE,0.2647444705616412,300
148,0.6666666666666666,1.5,EPE,0.2533762892708594,300
148,0.6666666666666666,1.5,EPE,0.27553232167730535,300
148,0.6666666666666666,1.5,EPE,0.17036844761638165,300
148,0.6666666666666666,1.5,EPE,0.23550126506989702,300
148,0.6666666666666666,1.5,EPE,0.20242213017413177,300
148,0.6666666666666666,1.5,EPE,0.2565253184081288,300
148,0.6666666666666666,1.5,EPE,0.18520676140470219,300
148,0.6666666666666666,1.5,EPE,0.16288085993444548,300
148,0.6666666666666666,1.5,EPE,0.21509359259638144,300
148,0.6666666666666666,1.5,EPE,0.190588170459335,300
148,0.6666666666666666,1.5,EPE,0.2134055164479068,300
148,0.6666666666666666,1.5,EPE,0.2390806571577151,300
148,0.6666666666666666,1.5,EPE,0.22169344628734483,300
148,0.6666666666666666,1.5,EPE,0.2672833082494498,300
148,0.6666666666666666,1.5,EPE,0.2625928279788506,300
148,0.6666666666666666,1.5,EPE,0.1832952825990633,300
148,0.6666666666666666,1.5,EPE,0.22820842952176235,300
148,0.6666666666666666,1.5,EPE,0.2226519551604833,300
148,0.6666666666666666,1.5,EPE,0.20145589985246937,300
148,0.6666666666666666,1.5,EPE,0.18671614105961812,300
148,0.6666666666666666,1.5,EPE,0.22494100126032074,300
148,0.6666666666666666,1.5,EPE,0.26536227721089106,300
148,0.6666666666666666,1.5,EPE,0.27181472416820573,300
148,0.6666666666666666,1.5,EPE,0.19283724611587033,300
148,0.6666666666666666,1.5,EPE,0.17530660131707937,300
148,0.6666666666666666,1.5,EPE,0.2572929259690499,300
148,0.6666666666666666,1.5,EPE,0.17109859584778633,300
148,0.6666666666666666,1.5,EPE,0.298439968596192,300
148,0.6666666666666666,1.5,EPE,0.17021269322464025,300
148,0.6666666666666666,1.5,EPE,0.23023782584402136,300
148,0.6666666666666666,1.5,TSS,0.1755988059684999,300
148,0.6666666666666666,1.5,TSS,0.18938835401124987,300
148,0.6666666666666666,1.5,TSS,0.13942152559094972,300
148,0.6666666666666666,1.5,TSS,0.18737647510511807,300
148,0.6666666666666666,1.5,TSS,0.28006371984013845,300
148,0.6666666666666666,1.5,TSS,0.12326397437796685,300
148,0.6666666666666666,1.5,TSS,0.12083270383784765,300
148,0.6666666666666666,1.5,TSS,0.11899758546238992,300
148,0.6666666666666666,1.5,TSS,0.2069197225239899,300
148,0.6666666666666666,1.5,TSS,0.1145214503154665,300
148,0.6666666666666666,1.5,TSS,0.15869209821169825,300
148,0.6666666666666666,1.5,TSS,0.19639022785458127,300
148,0.6666666666666666,1.5,TSS,0.15020153402524633,300
148,0.6666666666666666,1.5,TSS,0.1975372999367169,300
148,0.6666666666666666,1.5,TSS,0.15648645431440325,300
148,0.6666666666666666,1.5,TSS,0.1594190985178994,300
148,0.6666666666666666,1.5,TSS,0.11716133681693842,300
148,0.6666666666666666,1.5,TSS,0.2691575163168465,300
148,0.6666666666666666,1.5,TSS,0.12054554857210319,300
148,0.6666666666666666,1.5,TSS,0.2355629984272935,300
148,0.6666666666666666,1.5,TSS,0.17162512773288446,300
148,0.6666666666666666,1.5,TSS,0.16434768181175952,300
148,0.6666666666666666,1.5,TSS,0.17548856176468247,300
